uid,formula,charge,n_c,n_h,n_n,n_o,n_atoms,symmetry,method,basis,scales_seen,n_modes,weight,total_e,vib_e,n_solo,n_duo,n_trio,n_quartet,n_quintet,n_ch2,n_chx,dois,route,n_ch,n_ch3
10290,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12501107,356.23260000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10291,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12693325,356.24510000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10292,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13625108,356.71450000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10293,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12663382,356.21070000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10294,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12042979,356.16310000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10295,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14260031,356.85520000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10296,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12588045,356.20680000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10297,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12362443,356.53900000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10298,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13321198,356.72250000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10312,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14132577,356.90510000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10313,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13733782,356.73210000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10314,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14117134,356.83870000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10315,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12623104,356.53780000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10316,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12905140,356.36480000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10317,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12951717,356.55780000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10318,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13249346,356.36330000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10319,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12981795,356.65480000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10320,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14318117,356.98500000,6,14,0,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10321,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13051926,356.37100000,7,10,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10322,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12340680,356.15110000,8,6,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10323,C56H20+,1,56,20,0,0,76,2-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14894158,357.00250000,4,16,0,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10336,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13913662,356.88480000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10337,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12417056,356.20350000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10338,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12968943,356.36480000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10339,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12456837,356.15180000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10340,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13185360,356.40020000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10341,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12693098,356.18050000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10342,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14140017,356.83860000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10343,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13783981,356.69530000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10344,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13877343,356.82910000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10345,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13796593,356.62420000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10346,C56H20+,1,56,20,0,0,76,2-AU,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14962643,357.02410000,4,16,0,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10347,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14406370,356.95200000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10348,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13495913,356.68290000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10374,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12776864,356.22610000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10375,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14018801,356.80860000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10376,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12944925,356.26060000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10377,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14313448,356.78770000,5,12,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10378,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12294085,356.12790000,6,8,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10379,C56H20+,1,56,20,0,0,76,2-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.14380883,356.97300000,6,14,0,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10380,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12918227,356.30050000,7,10,3,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
10381,C56H20+,1,56,20,0,0,76,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12182546,356.17320000,8,6,6,0,0,0,,10.3847/1538-4357/ad4151,# b3lyp/6-31G* freq guess=check geom=check int=grid=ultrafine,0,0
3180,C56H20+,1,56,20,0,0,76,2-AU,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.13000523,356.81050000,8,12,0,0,0,0,,10.3847/1538-4357/aaa757,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
791,C56H20+,1,56,20,0,0,76,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12646770,354.97910000,7,10,0,0,0,2,,10.1016/j.chemphys.2015.12.001,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
790,C56H20+,1,56,20,0,0,76,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2146.12415063,355.01650000,5,12,0,0,0,2,,10.1016/j.chemphys.2015.12.001,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
4505,C56H20+2,2,56,20,0,0,76,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2145.81180535,355.47250000,7,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
4504,C56H20+2,2,56,20,0,0,76,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2145.80977285,355.49050000,5,12,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",1,0
6046,C56H20+2,2,56,20,0,0,76,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,692.15650000,-2145.83541769,357.74050000,8,12,0,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
645,C57H19-,-1,57,19,0,0,76,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,703.14867500,-2183.93792997,351.19900000,7,12,0,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
646,C57H19,0,57,19,0,0,76,2-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,703.14867500,-2183.86583994,352.53570000,7,12,0,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
808,C57H22,0,57,22,0,0,79,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,706.17215000,-2185.66170533,373.18320000,7,10,0,0,0,0,,10.1016/j.chemphys.2015.12.001,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",2,3
644,C57H19+,1,57,19,0,0,76,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,703.14867500,-2183.67582334,354.14100000,7,12,0,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
793,C57H21+,1,57,21,0,0,78,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,705.16432500,-2184.82254293,366.70100000,7,10,0,0,0,2,,10.1016/j.chemphys.2015.12.001,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",2,0
792,C57H22+,1,57,22,0,0,79,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,706.17215000,-2185.44821143,372.74140000,7,10,0,0,0,0,,10.1016/j.chemphys.2015.12.001,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",2,3
4457,C57H19+2,2,57,19,0,0,76,2-A2,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",222,703.14867500,-2183.37222045,354.28770000,7,12,0,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4506,C57H22+2,2,57,22,0,0,79,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,706.17215000,-2185.13594927,373.11020000,7,10,0,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",2,3
6815,C58H20-,-1,58,20,0,0,78,2-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,716.15650000,-2222.63588971,360.89200000,6,10,0,4,0,0,,,"#b3lyp/6-31g* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
3184,C58H20-,-1,58,20,0,0,78,2-BG,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,716.15650000,-2222.60382841,360.74730000,10,4,6,0,0,0,,10.3847/1538-4357/aaa757,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
3182,C58H20,0,58,20,0,0,78,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,716.15650000,-2222.52249757,362.88540000,10,4,6,0,0,0,,10.3847/1538-4357/aaa757,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
6816,C58H20,0,58,20,0,0,78,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,716.15650000,-2222.59157980,364.05380000,6,10,0,4,0,0,,,"#b3lyp/6-31g* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
809,C58H22,0,58,22,0,0,80,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",234,718.17215000,-2223.74768746,376.52190000,7,10,0,0,0,2,,10.1016/j.chemphys.2015.12.001,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",3,0
6814,C58H20+,1,58,20,0,0,78,2-A2,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,716.15650000,-2222.37696059,363.80270000,6,10,0,4,0,0,,,"#b3lyp/6-31g* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
3183,C58H20+,1,58,20,0,0,78,2-AU,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,716.15650000,-2222.34132714,363.90330000,10,4,6,0,0,0,,10.3847/1538-4357/aaa757,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
794,C58H22+,1,58,22,0,0,80,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",234,718.17215000,-2223.53415714,376.22490000,7,10,0,0,0,2,,10.1016/j.chemphys.2015.12.001,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",3,0
6047,C58H20+2,2,58,20,0,0,78,1-AG,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,716.15650000,-2222.05542918,365.25920000,10,4,6,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
6813,C58H20+2,2,58,20,0,0,78,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,716.15650000,-2222.06129430,363.57560000,6,10,0,4,0,0,,,"#b3lyp/6-31g* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4507,C58H22+2,2,58,22,0,0,80,3-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",234,718.17215000,-2223.22430133,376.60610000,7,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",3,0
199,C59H19-,-1,59,19,0,0,78,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,727.14867500,-2260.18098581,359.07520000,7,12,0,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
89,C59H19,0,59,19,0,0,78,2-B1,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,727.14867500,-2260.10523477,360.24660000,7,12,0,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
99,C59H20,0,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.63876743,366.21440000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
98,C59H20,0,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.69146157,367.72870000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
97,C59H20,0,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.70983827,368.17910000,6,12,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
96,C59H20,0,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.70264360,368.10180000,6,12,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
95,C59H20,0,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.66980478,367.32990000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
94,C59H20,0,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.64107884,366.15960000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
93,C59H20,0,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.65610003,366.71050000,6,12,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
92,C59H20,0,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.64162723,366.34040000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
91,C59H20,0,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.67113534,367.36520000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
90,C59H20,0,59,20,0,0,79,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.69034672,367.76110000,6,12,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
3247,C59H21,0,59,21,0,0,80,"2-A""",UB3LYP,6-31g*,"0.9597,0.9691,0.9794",234,729.16432500,-2261.24467020,373.27750000,10,8,3,0,0,0,,10.3847/1538-4357/aaa757,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
810,C59H24,0,59,24,0,0,83,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",243,732.18780000,-2263.07028967,394.11460000,7,10,0,0,0,0,,10.1016/j.chemphys.2015.12.001,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",4,3
88,C59H19+,1,59,19,0,0,78,1-A1,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,727.14867500,-2259.91963164,361.83700000,7,12,0,0,0,0,,10.1016/s1386-1425(00)00453-4,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
3248,C59H21+,1,59,21,0,0,80,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",234,729.16432500,-2261.04694439,375.51390000,10,8,3,0,0,0,,10.3847/1538-4357/aaa757,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
796,C59H23+,1,59,23,0,0,82,1-A,RB3LYP,6-31g*,"0.9597,0.9691,0.9794",240,731.17997500,-2262.23907156,387.48720000,7,10,0,0,0,2,,10.1016/j.chemphys.2015.12.001,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",4,0
795,C59H24+,1,59,24,0,0,83,2-A,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",243,732.18780000,-2262.85876648,393.87800000,7,10,0,0,0,0,,10.1016/j.chemphys.2015.12.001,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",4,3
200,C59H19+2,2,59,19,0,0,78,2-A2,UB3LYP,6-31g*,"0.9597,0.9691,0.9794",228,727.14867500,-2259.60816032,361.57150000,7,12,0,0,0,0,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4326,C59H20+2,2,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.18273577,368.51840000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4325,C59H20+2,2,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.18307164,368.04740000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4324,C59H20+2,2,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.20173451,368.80000000,6,12,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4323,C59H20+2,2,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.21070059,369.16510000,6,12,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4322,C59H20+2,2,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.19345173,368.83070000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4321,C59H20+2,2,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.18814416,368.72440000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4320,C59H20+2,2,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.21360993,369.40760000,6,12,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
4319,C59H20+2,2,59,20,0,0,79,1-A',RB3LYP,6-31g*,"0.9597,0.9691,0.9794",231,728.15650000,-2260.19860415,368.94370000,8,10,0,0,0,2,,,"#b3lyp/6-31G* freq guess=check geom=check scf=(xqc,MaxConventional=64 maxcycles=128)",0,0
