band_id,phase,source,record,species,formula,charge,n_c,uid,temperature_K,resolution_cm,frequency_cm,intensity,intensity_unit,snr,fwhm_cm,u_c_cm,u_res_cm,source_ref,role,family,temperature_source,chi_F_cm_per_K,chi_F_source,nu_m_cm,u_296_cm,delta_T_cm,u_T_cm,u_band_cm,u_band_without_T_cm,nu_m_source
933,matrix,PAHdb experimental 3.10 (Ar matrix),uid 286,1-azabenz[a]anthracene,C17H11N+,1,17,286,,,1551.4,21.79,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
934,matrix,PAHdb experimental 3.10 (Ar matrix),uid 286,1-azabenz[a]anthracene,C17H11N+,1,17,286,,,1570.8,23.182,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
935,matrix,PAHdb experimental 3.10 (Ar matrix),uid 286,1-azabenz[a]anthracene,C17H11N+,1,17,286,,,1583.3,28.056,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
936,matrix,PAHdb experimental 3.10 (Ar matrix),uid 286,1-azabenz[a]anthracene,C17H11N+,1,17,286,,,1600.2,21.695,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
937,matrix,PAHdb experimental 3.10 (Ar matrix),uid 286,1-azabenz[a]anthracene,C17H11N+,1,17,286,,,1695.7,10.045,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
938,matrix,PAHdb experimental 3.10 (Ar matrix),uid 286,1-azabenz[a]anthracene,C17H11N+,1,17,286,,,1749.1,34.258,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,overtone / combination region,,,,,,,,,,
939,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,552.5,56.546,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,low / skeletal,,,,,,,,,,
940,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,755.8,229.04,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
941,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,777.2,264.17,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
942,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,1139.0,195.13,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
943,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,1217.8,50.514,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
944,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,1258.9,44.876,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
945,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,1276.4,41.825,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
946,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,1297.9,265.24,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
947,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,1327.6,75.873,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
948,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,1407.9,99.574,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
949,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,1482.0,219.14,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
950,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,1564.4,112.03,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
951,matrix,PAHdb experimental 3.10 (Ar matrix),uid 298,4-azachrysene,C17H11N+,1,17,298,,,1579.3,72.527,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
952,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,546.7,153.08,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,low / skeletal,,,,,,,,,,
953,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,752.6,18.875,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
954,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,781.4,34.758,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
955,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,806.5,21.719,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
956,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,851.4,11.477,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
957,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,864.8,5.3707,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
958,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1046.0,49.757,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
959,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1060.2,33.303,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
960,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1130.0,88.014,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
961,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1148.7,38.453,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
962,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1178.9,23.037,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
963,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1231.9,199.4,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
964,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1238.1,12.851,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
965,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1243.6,18.146,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
966,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1285.5,34.698,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
967,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1310.5,54.058,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
968,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1319.5,10.937,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
969,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1338.7,73.62,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
970,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1351.4,88.783,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
971,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1431.7,54.002,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
972,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1437.5,104.82,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
973,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1478.7,57.116,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
974,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1487.1,287.38,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
975,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1494.1,33.394,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
976,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1509.3,49.159,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
977,matrix,PAHdb experimental 3.10 (Ar matrix),uid 294,1-azachrysene,C17H11N+,1,17,294,,,1558.7,131.0,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
978,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,664.2,20.079,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
979,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,750.5,33.773,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
980,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,848.5,9.443,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
981,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,910.7,8.7179,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
982,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1184.1,20.154,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
983,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1213.5,18.177,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
984,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1230.9,161.11,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
985,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1347.7,72.051,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
986,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1361.5,34.29,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
987,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1367.3,61.562,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
988,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1381.0,25.639,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
989,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1477.8,13.908,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
990,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1486.6,15.63,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
991,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1513.3,32.905,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
992,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1531.3,33.777,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
993,matrix,PAHdb experimental 3.10 (Ar matrix),uid 288,2-azabenz[a]anthracene,C17H11N+,1,17,288,,,1548.2,24.759,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
994,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,750.6,42.127,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
995,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,822.7,27.703,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
996,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1098.7,150.88,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
997,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1140.0,119.65,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
998,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1170.9,50.451,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
999,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1233.5,308.31,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1000,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1235.9,78.345,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1001,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1293.3,489.74,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1002,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1305.5,37.417,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1003,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1312.7,5.2963,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1004,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1430.4,110.74,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1005,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1446.2,208.03,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1006,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1481.9,25.643,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1007,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1501.4,109.01,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
1008,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1553.0,270.92,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
1009,matrix,PAHdb experimental 3.10 (Ar matrix),uid 296,2-azachrysene,C17H11N+,1,17,296,,,1575.5,93.14,relative (PAHdb experimental),,,,,10.1021/jp021938c,matrix,CC-stretch (6.2 um),,,,,,,,,,
1010,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,551.6,11.438,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1011,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,607.7,2.0468,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1012,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,627.7,1.0234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1013,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,742.9,102.34,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1014,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,766.7,1.0234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1015,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,895.3,84.28,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1016,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,933.4,2.0468,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1017,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,953.6,8.428,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
1018,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,997.1,7.224,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
1019,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1054.3,1.0234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
1020,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1124.4,6.02,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1021,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1165.3,2.0468,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1022,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1199.3,1.0234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1023,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1288.5,2.0468,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1024,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1292.3,4.0936,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1025,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1298.8,8.428,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1026,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1322.9,2.0468,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1027,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1337.9,5.117,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1028,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1388.7,4.0936,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1029,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1416.1,2.0468,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1030,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1465.2,4.0936,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1031,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1474.1,1.0234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1032,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1540.1,1.0234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1033,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1546.2,2.0468,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1034,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1554.0,2.0468,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1035,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1573.2,3.0702,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1036,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1637.0,4.0936,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1037,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1685.5,4.0936,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1038,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1712.7,5.117,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1039,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1730.9,1.0234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1040,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1786.0,8.428,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1041,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1800.3,3.0702,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1042,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1819.8,1.0234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
