pair_id,uid,formula,charge,n_c,n_h,has_n,n_solo,n_duo,n_trio,n_quartet,point_group,ladder,lab_doi,species_name,nu_lab_cm,rel_int_lab,nu_scaled_cm,nu_unscaled_cm,scale,scale_region,intensity_km_mol,log10_intensity,rel_int_comp,irrep,family,n_candidates,y_cm
647,296,C17H11N+,1,17,11,1,1,6,0,4,"2-A""",,10.1021/jp021938c,2-azachrysene,1312.7,0.0108,1321.1645,1363.290166133526,0.9691,1,40.9629,1.612390695267932,0.0941,A',CC-stretch/CH-ip (7.7 um),3,-8.465
648,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,3055.0,1.0,3052.5583,3180.742211107638,0.9597,2,1.3117,0.11783451854374732,0.0136,B2U,CH-stretch,6,2.442
649,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,742.9,0.8095,745.6746,761.3585868899327,0.9794,0,1.837,0.26410915630580833,0.019,B2U,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,-2.775
650,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,895.3,0.6667,891.0712,909.8133551153768,0.9794,0,70.3529,1.8472820040883102,0.7288,B3U,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,4.229
651,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,551.6,0.0905,551.4715,563.070757606698,0.9794,0,9.8369,0.9928582564587708,0.1019,B2U,low / skeletal,1,0.129
652,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,953.6,0.0667,942.6925,962.5204206657136,0.9794,0,6.9626,0.8427714457597116,0.0721,B3U,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,10.908
653,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,1298.8,0.0667,1283.4143,1324.3362914043958,0.9691,1,12.2492,1.0881077256857878,0.1269,B1U,CC-stretch/CH-ip (7.7 um),2,15.386
654,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,997.1,0.0571,1009.2097,1030.4366959362874,0.9794,0,4.4977,0.6529904842944466,0.0466,B2U,ring / CH-ip (9-10.5 um),1,-12.11
655,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,1124.4,0.0476,1121.1635,1156.9120833763286,0.9691,1,4.7579,0.6774153099365186,0.0493,B1U,CH-ip-bend (8.6 um),2,3.236
656,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,1337.9,0.0405,1342.2633,1385.061706738211,0.9691,1,7.3477,0.8661514161416214,0.0761,B2U,CC-stretch/CH-ip (7.7 um),1,-4.363
657,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,1637.0,0.0324,1640.7386,1693.053967598803,0.9691,1,8.7335,0.9411883245836312,0.0905,B1U,CC-stretch (6.2 um),1,-3.739
658,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,1292.3,0.0324,1269.4115,1309.8870085646477,0.9691,1,4.0822,0.610894278373339,0.0423,B1U,CC-stretch/CH-ip (7.7 um),2,22.889
659,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,1388.7,0.0324,1387.38,1431.616964193582,0.9691,1,1.4343,0.15663999841545181,0.0149,B1U,CC-stretch/CH-ip (7.7 um),2,1.32
660,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,1465.2,0.0324,1472.9645,1519.930347745331,0.9691,1,2.0434,0.31035338904499465,0.0212,B2U,CC-stretch/CH-ip (7.7 um),1,-7.764
661,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,1573.2,0.0243,1550.3294,1599.7620472603448,0.9691,1,2.5886,0.4130649468374111,0.0268,B2U,CC-stretch (6.2 um),1,22.871
662,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,607.7,0.0162,604.9634,617.6877680212374,0.9794,0,2.1434,0.3311032263764991,0.0222,B1U,low / skeletal,2,2.737
663,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,1416.1,0.0162,1402.7334,1447.4599112578685,0.9691,1,1.7796,0.2503223970760069,0.0184,B2U,CC-stretch/CH-ip (7.7 um),2,13.367
664,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,933.4,0.0162,923.698,943.1264039207678,0.9794,0,2.1016,0.3225500597780139,0.0218,B1U,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,9.702
665,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,627.7,0.0081,631.4334,644.7145190933225,0.9794,0,1.3963,0.1449787380200308,0.0145,B2U,low / skeletal,2,-3.733
666,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,766.7,0.0081,747.5901,763.3143761486624,0.9794,0,66.0804,1.8200726632055912,0.6845,B3U,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,19.11
667,282,C18H12,0,18,12,0,4,0,0,8,1-AG,R2 tetracene,10.1021/jp9834816,tetracene,1199.3,0.0081,1196.9284,1235.092766484367,0.9691,1,2.1276,0.32788998164854266,0.022,B1U,CH-ip-bend (8.6 um),1,2.372
668,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,3063.9,1.0,3060.8027,3189.332812337189,0.9597,2,41.4994,1.6180418177103373,0.5343,BU,CH-stretch,5,3.097
669,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,761.0,0.9048,762.382,778.417398407188,0.9794,0,77.6652,1.8902264649597325,1.0,AU,CH-oop (10.5-15 um; benzene nu11 at 673 included),1,-1.382
670,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,812.6,0.4429,813.4014,830.5099040228711,0.9794,0,51.9515,1.7155980914950866,0.6689,AU,CH-oop (10.5-15 um; benzene nu11 at 673 included),1,-0.801
671,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,1429.7,0.1429,1424.9387,1470.3732328965018,0.9691,1,6.9803,0.843874088173986,0.0899,BU,CC-stretch/CH-ip (7.7 um),2,4.761
672,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,1490.6,0.1,1489.7751,1537.2769580022702,0.9691,1,6.5045,0.8132139180249262,0.0838,BU,CC-stretch/CH-ip (7.7 um),1,0.825
673,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,682.4,0.1,681.8371,696.1783745150091,0.9794,0,12.1658,1.085140672589642,0.1566,BU,CH-oop (10.5-15 um; benzene nu11 at 673 included),1,0.563
674,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,1264.0,0.081,1255.97,1296.0169229181715,0.9691,1,16.972,1.2297330230945782,0.2185,BU,CC-stretch/CH-ip (7.7 um),1,8.03
675,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,861.8,0.0714,857.067,875.093935062283,0.9794,0,6.7222,0.8275114295265332,0.0866,AU,CH-oop (10.5-15 um; benzene nu11 at 673 included),3,4.733
676,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,1035.8,0.0619,1045.4645,1067.4540535021442,0.9794,0,7.1994,0.8572963037163924,0.0927,BU,ring / CH-ip (9-10.5 um),1,-9.665
677,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,1601.2,0.0524,1603.4867,1654.6142812919204,0.9691,1,7.0969,0.8510686857764191,0.0914,BU,CC-stretch (6.2 um),2,-2.287
678,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,534.8,0.0362,533.4507,544.6709209720236,0.9794,0,1.8433,0.2655960230875916,0.0237,BU,low / skeletal,2,1.349
679,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,1235.9,0.0362,1228.8249,1268.0062945000518,0.9691,1,1.9714,0.2947747522184435,0.0254,BU,CH-ip-bend (8.6 um),2,7.075
680,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,1193.4,0.0362,1188.9983,1226.909813228769,0.9691,1,2.678,0.42781057267599015,0.0345,BU,CH-ip-bend (8.6 um),1,4.402
681,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,552.9,0.0271,556.5594,568.2656728609352,0.9794,0,1.0071,0.003072595967674963,0.013,AU,low / skeletal,4,-3.659
682,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,880.1,0.0271,876.6214,895.059628343884,0.9794,0,4.6126,0.6639457946635757,0.0594,BU,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,3.479
683,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,578.9,0.0181,575.7394,587.8490912803758,0.9794,0,4.6991,0.6720146871991772,0.0605,AU,low / skeletal,3,3.161
684,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,945.9,0.0181,924.3428,943.7847661833777,0.9794,0,4.1302,0.6159710823569646,0.0532,AU,CH-oop (10.5-15 um; benzene nu11 at 673 included),1,21.557
685,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,852.7,0.009,847.5034,865.329181131305,0.9794,0,1.6914,0.22824632625524596,0.0218,BU,CH-oop (10.5-15 um; benzene nu11 at 673 included),3,5.197
686,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,1523.2,0.009,1525.0702,1573.697451243422,0.9691,1,7.4643,0.8729890859536507,0.0961,BU,CC-stretch (6.2 um),1,-1.87
687,291,C18H12,0,18,12,0,0,4,0,8,1-AG,R2 chrysene,10.1021/jp9834816,chrysene,1162.8,0.0036,1154.3993,1191.2076153131773,0.9691,1,1.9866,0.298110431135712,0.0256,BU,CH-ip-bend (8.6 um),2,8.401
688,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",3064.1,1.0,3066.0862,3194.8381785974784,0.9597,2,9.8361,0.9928229354009032,0.1664,A',CH-stretch,11,-1.986
689,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",747.0,0.65,747.7924,763.5209311823565,0.9794,0,55.5553,1.7447254971374824,0.9397,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),3,-0.792
690,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",876.0,0.435,871.3003,889.6266081274249,0.9794,0,2.9876,0.4753224507666891,0.0505,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),3,4.7
691,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",804.9,0.18,808.4236,825.4274045333877,0.9794,0,13.7375,1.137907705431547,0.2324,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),2,-3.524
692,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1504.6,0.115,1503.6515,1551.5958105458674,0.9691,1,14.7807,1.1696950023225754,0.25,A',CC-stretch (6.2 um),2,0.948
693,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",467.8,0.09,472.3586,482.2938533796202,0.9794,0,6.9256,0.8404574045092332,0.1171,"A""",low / skeletal,2,-4.559
694,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1299.5,0.085,1290.1008,1331.235992157672,0.9691,1,1.1532,0.061904633716170186,0.0195,A',CC-stretch/CH-ip (7.7 um),2,9.399
695,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1276.3,0.05,1274.335,1314.9674956144877,0.9691,1,2.098,0.32180548385753904,0.0355,A',CC-stretch/CH-ip (7.7 um),2,1.965
696,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",539.0,0.0455,543.7422,555.178885031652,0.9794,0,3.0712,0.4873080991093485,0.052,"A""",low / skeletal,2,-4.742
697,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",782.5,0.0455,782.5057,798.9643659383296,0.9794,0,6.8621,0.8364570426522071,0.1161,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),3,-0.006
698,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",576.4,0.0455,575.3882,587.4905043904431,0.9794,0,5.02,0.7007037171450193,0.0849,A',low / skeletal,2,1.012
699,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1240.2,0.0455,1233.7833,1273.1227943452689,0.9691,1,9.1574,0.9617721848102034,0.1549,A',CH-ip-bend (8.6 um),2,6.417
700,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",685.3,0.039,686.6957,701.1391668368389,0.9794,0,3.1314,0.49573854723910404,0.053,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),1,-1.396
701,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1040.3,0.0325,1051.1862,1073.2960996528486,0.9794,0,3.2234,0.5083142015761791,0.0545,A',ring / CH-ip (9-10.5 um),2,-10.886
702,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",951.7,0.0325,937.8925,957.6194608944252,0.9794,0,4.1602,0.619114209667246,0.0704,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),2,13.808
703,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",650.0,0.0325,649.7054,663.3708392893609,0.9794,0,4.2502,0.6284093669568307,0.0719,A',low / skeletal,2,0.295
704,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1459.0,0.0325,1456.4399,1502.8788566711382,0.9691,1,6.713,0.8269166471849204,0.1136,A',CC-stretch/CH-ip (7.7 um),2,2.56
705,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1478.0,0.0325,1484.0785,1531.3987204622847,0.9691,1,2.3399,0.3691972974203153,0.0396,A',CC-stretch/CH-ip (7.7 um),3,-6.079
706,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",737.4,0.026,740.3993,755.9723299979579,0.9794,0,1.1145,0.04708007281625655,0.0189,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),3,-2.999
707,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",621.0,0.0195,623.3445,636.4554829487441,0.9794,0,2.348,0.37069809257557684,0.0397,A',low / skeletal,2,-2.345
708,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",565.2,0.0195,565.6811,577.5792321829691,0.9794,0,1.4457,0.1600781810208709,0.0245,"A""",low / skeletal,3,-0.481
709,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1010.3,0.0195,1022.4097,1043.914335307331,0.9794,0,2.1634,0.3351368253716249,0.0366,A',ring / CH-ip (9-10.5 um),1,-12.11
710,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1340.9,0.0195,1340.924,1383.6797028170467,0.9691,1,4.6326,0.6658248028380911,0.0784,A',CC-stretch/CH-ip (7.7 um),2,-0.024
711,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1222.9,0.0195,1212.81,1251.4807553400062,0.9691,1,1.3326,0.12469980893211759,0.0225,A',CH-ip-bend (8.6 um),2,10.09
712,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1173.9,0.0195,1172.7098,1210.101950263131,0.9691,1,2.1502,0.3324788575233646,0.0364,A',CH-ip-bend (8.6 um),2,1.19
713,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1155.4,0.0195,1153.7272,1190.5140852337222,0.9691,1,1.3465,0.12920635774752925,0.0228,A',CH-ip-bend (8.6 um),3,1.673
714,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1359.1,0.0195,1359.1234,1402.459395315241,0.9691,1,2.5445,0.4056024552093135,0.043,A',CC-stretch/CH-ip (7.7 um),2,-0.023
715,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",943.9,0.013,924.0792,943.5156218092708,0.9794,0,3.3545,0.525627796211888,0.0567,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),2,19.821
716,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",758.5,0.013,759.0124,774.9769246477434,0.9794,0,1.4265,0.15427177599309522,0.0241,A',CH-oop (10.5-15 um; benzene nu11 at 673 included),4,-0.512
717,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1411.4,0.013,1412.3483,1457.3813847900117,0.9691,1,1.4704,0.16743549404203603,0.0249,A',CC-stretch/CH-ip (7.7 um),1,-0.948
718,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1133.7,0.013,1127.6234,1163.5779589309668,0.9691,1,1.596,0.20303288701471064,0.027,A',CH-ip-bend (8.6 um),2,6.077
719,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1552.1,0.013,1554.9851,1604.566195439067,0.9691,1,2.3392,0.3690673552777664,0.0396,A',CC-stretch (6.2 um),1,-2.885
720,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1615.6,0.0065,1614.9431,1666.435971519967,0.9691,1,1.0227,0.009748255948553577,0.0173,A',CC-stretch (6.2 um),3,0.657
721,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1607.8,0.0065,1626.0229,1677.8690537612215,0.9691,1,1.1355,0.05518713855575398,0.0192,A',CC-stretch (6.2 um),3,-18.223
722,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",1623.6,0.0065,1633.5569,1685.643277267568,0.9691,1,2.4965,0.3973315703911286,0.0422,A',CC-stretch (6.2 um),3,-9.957
723,280,C18H12,0,18,12,0,2,2,0,8,1-A',,10.1021/jp9834816,"1,2-benz[a]anthracene",908.4,0.0019,894.3209,913.1314069838676,0.9794,0,7.443,0.8717480189918715,0.1259,"A""",CH-oop (10.5-15 um; benzene nu11 at 673 included),3,14.079
724,283,C18H12+,1,18,12,0,4,0,0,8,2-AU,,10.1021/j100022a007,tetracene,1358.4,1.0,1359.8061,1403.1638633783923,0.9691,1,575.9187,2.7603611802402055,1.0,B2U,CC-stretch/CH-ip (7.7 um),1,-1.406
725,283,C18H12+,1,18,12,0,4,0,0,8,2-AU,,10.1021/j100022a007,tetracene,1478.3,0.4359,1480.8005,1528.0162005984937,0.9691,1,245.93,2.3908115097869382,0.427,B2U,CC-stretch/CH-ip (7.7 um),1,-2.501
726,283,C18H12+,1,18,12,0,4,0,0,8,2-AU,,10.1021/j100022a007,tetracene,1178.5,0.4359,1178.1334,1215.698483128676,0.9691,1,172.6537,2.2371758897944503,0.2998,B2U,CH-ip-bend (8.6 um),2,0.367
727,283,C18H12+,1,18,12,0,4,0,0,8,2-AU,,10.1021/j100022a007,tetracene,1409.6,0.1872,1400.0509,1444.6918790630482,0.9691,1,221.5788,2.345528206040808,0.3847,B2U,CC-stretch/CH-ip (7.7 um),2,9.549
728,283,C18H12+,1,18,12,0,4,0,0,8,2-AU,,10.1021/j100022a007,tetracene,1402.1,0.1744,1399.2253,1443.839954597049,0.9691,1,8.6075,0.9348770313767111,0.0149,B1U,CC-stretch/CH-ip (7.7 um),2,2.875
729,283,C18H12+,1,18,12,0,4,0,0,8,2-AU,,10.1021/j100022a007,tetracene,1543.3,0.1744,1536.9374,1585.9430399339594,0.9691,1,5.8762,0.769096568843579,0.0102,B1U,CC-stretch (6.2 um),2,6.363
730,283,C18H12+,1,18,12,0,4,0,0,8,2-AU,,10.1021/j100022a007,tetracene,929.4,0.0149,926.4804,945.967326934858,0.9794,0,47.754,1.6790097550856353,0.0829,B3U,CH-oop (10.5-15 um; benzene nu11 at 673 included),1,2.92
731,283,C18H12+,1,18,12,0,4,0,0,8,2-AU,,10.1021/j100022a007,tetracene,1604.7,0.0136,1595.5747,1646.4500051594262,0.9691,1,38.6332,1.5869606823820481,0.0671,B1U,CC-stretch (6.2 um),1,9.125
732,283,C18H12+,1,18,12,0,4,0,0,8,2-AU,,10.1021/j100022a007,tetracene,1302.9,0.0131,1283.5626,1324.4893199876174,0.9691,1,32.3107,1.5093463669574216,0.0561,B1U,CC-stretch/CH-ip (7.7 um),3,19.337
733,283,C18H12+,1,18,12,0,4,0,0,8,2-AU,,10.1021/j100022a007,tetracene,1155.8,0.0056,1159.486,1196.456506036529,0.9691,1,7.9682,0.9013602262447465,0.0138,B2U,CH-ip-bend (8.6 um),2,-3.686
734,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1315.7,1.0,1342.0749,1384.8672995562897,0.9691,1,486.2546,2.6868637228071157,1.0,BU,CC-stretch/CH-ip (7.7 um),2,-26.375
735,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1229.6,0.9412,1220.9307,1259.860385925085,0.9691,1,307.7356,2.4881777399563796,0.6329,BU,CH-ip-bend (8.6 um),3,8.669
736,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1137.2,0.6078,1137.4346,1173.701991538541,0.9691,1,91.9123,1.9633736339615362,0.189,BU,CH-ip-bend (8.6 um),1,-0.235
737,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1560.3,0.6078,1553.1076,1602.628830874007,0.9691,1,421.6671,2.6249697171024797,0.8672,BU,CC-stretch (6.2 um),2,7.192
738,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1433.1,0.5098,1429.1672,1474.7365596945622,0.9691,1,36.2547,1.5593643157829118,0.0746,BU,CC-stretch/CH-ip (7.7 um),2,3.933
739,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1499.1,0.4902,1500.753,1548.6048911361056,0.9691,1,126.5712,2.1023348975931118,0.2603,BU,CC-stretch (6.2 um),2,-1.653
740,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1447.6,0.4314,1443.0782,1489.09111546796,0.9691,1,90.1551,1.9549902994356692,0.1854,BU,CC-stretch/CH-ip (7.7 um),2,4.522
741,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1579.1,0.2745,1575.9719,1626.2221648952636,0.9691,1,143.8416,2.1578845052241533,0.2958,BU,CC-stretch (6.2 um),2,3.128
742,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1304.1,0.1961,1289.2285,1330.335878650294,0.9691,1,13.8848,1.1425396284491178,0.0286,BU,CC-stretch/CH-ip (7.7 um),1,14.871
743,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1515.9,0.1608,1513.4902,1561.7482199979363,0.9691,1,246.4266,2.3916875850252834,0.5068,BU,CC-stretch (6.2 um),2,2.41
744,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1216.6,0.1294,1244.8631,1284.5558765865237,0.9691,1,21.3466,1.3293287122029274,0.0439,BU,CH-ip-bend (8.6 um),2,-28.263
745,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1047.2,0.098,1053.0769,1075.2265672860935,0.9794,0,27.9354,1.4461548942946814,0.0575,BU,ring / CH-ip (9-10.5 um),1,-5.877
746,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1272.4,0.0784,1258.7409,1298.876173769477,0.9691,1,43.1727,1.6352092100746973,0.0888,BU,CC-stretch/CH-ip (7.7 um),3,13.659
747,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,834.0,0.0745,834.5059,852.0583010006126,0.9794,0,50.8167,1.7060064588583126,0.1045,AU,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,-0.506
748,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,879.8,0.0627,877.8097,896.2729221972636,0.9794,0,7.3994,0.869196505237242,0.0152,AU,CH-oop (10.5-15 um; benzene nu11 at 673 included),2,1.99
749,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1096.3,0.0451,1080.9552,1115.421731503457,0.9691,1,14.2528,1.1539001910179254,0.0293,BU,ring / CH-ip (9-10.5 um),1,15.345
750,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,676.0,0.019,675.4237,689.6300796405963,0.9794,0,8.2363,0.9157321570294958,0.0169,BU,CH-oop (10.5-15 um; benzene nu11 at 673 included),1,0.576
751,292,C18H12+,1,18,12,0,0,4,0,8,2-AU,,10.1021/jp9609794,chrysene,1146.5,0.0047,1168.1177,1205.3634299865855,0.9691,1,17.5957,1.2454065488120287,0.0362,BU,CH-ip-bend (8.6 um),2,-21.618
752,281,C18H12+,1,18,12,0,2,2,0,8,"2-A""",,10.1021/jp9609794,benzaanthracene,1332.5,1.0,1342.3624,1385.1639665669177,0.9691,1,619.05,2.7917257279330974,1.0,A',CC-stretch/CH-ip (7.7 um),1,-9.862
753,281,C18H12+,1,18,12,0,2,2,0,8,"2-A""",,10.1021/jp9609794,benzaanthracene,1391.7,0.4151,1380.8986,1424.9289031059748,0.9691,1,118.6706,2.074343138168822,0.1917,A',CC-stretch/CH-ip (7.7 um),3,10.801
